PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;INSTELLINGSCODE ACTUEEL;INSTELLINGSNAAM ACTUEEL;ONDERDEEL;SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2020;2021;2022;2023;2024
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;onbekend;0;<5;<5;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56814;B Nieuwgriekse Taal en Cultuur;voltijd onderwijs;man;0;<5;<5;<5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60214;M Social Sciences (research);voltijd onderwijs;onbekend;0;<5;<5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60227;M Security and Network Engineering;deeltijd onderwijs;vrouw;0;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60223;M Informatierecht;deeltijd onderwijs;vrouw;0;<5;<5;0;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;deeltijd onderwijs;vrouw;0;<5;0;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;man;0;<5;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);69312;M European MSc in Occupational Therapy;deeltijd onderwijs;onbekend;0;<5;<5;0;0
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;onbekend;0;<5;<5;6;9
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50352;B Civil Engineering;voltijd onderwijs;man;0;246;210;188;190
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50352;B Civil Engineering;voltijd onderwijs;vrouw;0;52;53;47;56
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50439;B Mechanical Engineering;voltijd onderwijs;man;0;636;674;660;678
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50439;B Mechanical Engineering;voltijd onderwijs;vrouw;0;84;92;88;113
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50447;B Creative Technology;voltijd onderwijs;onbekend;0;<5;<5;<5;0
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50975;B Industrial Design Engineering;voltijd onderwijs;man;0;251;244;242;212
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50975;B Industrial Design Engineering;voltijd onderwijs;vrouw;0;199;189;198;173
Overijssel;0153;Enschede;reguliere inst.;master;21PH;Universiteit Twente;techniek;n.v.t. (techniek);60977;M Chemical Science & Engineering;voltijd onderwijs;man;0;120;98;87;86
Overijssel;0153;Enschede;reguliere inst.;master;21PH;Universiteit Twente;techniek;n.v.t. (techniek);60977;M Chemical Science & Engineering;voltijd onderwijs;vrouw;0;42;36;30;29
Utrecht;0344;Utrecht;reguliere inst.;bachelor;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);55825;B Molecular and Biophysical Life Sciences;voltijd onderwijs;man;0;25;65;112;129
Utrecht;0344;Utrecht;reguliere inst.;bachelor;21PD;Universiteit Utrecht;natuur;n.v.t. (natuur);55825;B Molecular and Biophysical Life Sciences;voltijd onderwijs;vrouw;0;41;124;180;219
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66604;M Psychology;voltijd onderwijs;onbekend;0;<5;<5;0;0
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;sectoroverstijgend;sectoroverstijgend;65025;M Global Challenges for Sustainability (joint degree);voltijd onderwijs;man;0;18;29;32;26
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;sectoroverstijgend;sectoroverstijgend;65025;M Global Challenges for Sustainability (joint degree);voltijd onderwijs;vrouw;0;52;97;92;82
Utrecht;0344;Utrecht;WO kleine univ.;master;23BF;Universiteit voor Humanistiek;taal en cultuur;n.v.t. (taal en cultuur);60978;M Burgerschap en Kwaliteit van Samenleven;voltijd onderwijs;man;0;6;12;10;6
Utrecht;0344;Utrecht;WO kleine univ.;master;23BF;Universiteit voor Humanistiek;taal en cultuur;n.v.t. (taal en cultuur);60978;M Burgerschap en Kwaliteit van Samenleven;voltijd onderwijs;vrouw;0;10;19;16;17
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);60858;M Population Health Management;voltijd onderwijs;man;0;5;16;18;16
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);60858;M Population Health Management;voltijd onderwijs;vrouw;0;14;33;42;46
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;voltijd onderwijs;onbekend;0;<5;0;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);65019;M Technical Medicine (joint degree);voltijd onderwijs;man;0;<5;0;<5;<5
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66474;M Jeugdrecht;voltijd onderwijs;man;0;<5;<5;<5;5
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);60972;M Arts, Literature and Media (research);voltijd onderwijs;man;0;<5;5;7;9
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);60972;M Arts, Literature and Media (research);voltijd onderwijs;vrouw;0;9;15;23;26
Zuid-Holland;0546;Leiden;reguliere inst.;postmaster;21PB;Universiteit Leiden;onderwijs;universitaire lerarenopleidingen;68532;M Educatie in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;vrouw;0;<5;<5;<5;<5
Zuid-Holland;0599;Rotterdam;reguliere inst.;bachelor;21PE;Erasmus Universiteit Rotterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;onbekend;0;<5;0;0;0
Zuid-Holland;0599;Rotterdam;reguliere inst.;master;21PE;Erasmus Universiteit Rotterdam;economie;n.v.t. (economie);60313;M Research Master in Business and Management (research);voltijd onderwijs;man;0;<5;0;0;0
Friesland;0080;Leeuwarden;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);50982;B Data Science and Society;voltijd onderwijs;man;0;0;5;21;37
Friesland;0080;Leeuwarden;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);50982;B Data Science and Society;voltijd onderwijs;vrouw;0;0;<5;10;22
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;onderwijs;n.v.t. (onderwijs);60473;M Curriculumontwikkeling voor Primair Onderwijs;deeltijd onderwijs;man;0;0;<5;<5;<5
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;onderwijs;n.v.t. (onderwijs);60473;M Curriculumontwikkeling voor Primair Onderwijs;deeltijd onderwijs;vrouw;0;0;<5;7;13
Gelderland;0289;Wageningen;reguliere inst.;master;21PI;Wageningen University;sectoroverstijgend;sectoroverstijgend;60983;M Data Science for Food and Health;voltijd onderwijs;man;0;0;8;13;16
Gelderland;0289;Wageningen;reguliere inst.;master;21PI;Wageningen University;sectoroverstijgend;sectoroverstijgend;60983;M Data Science for Food and Health;voltijd onderwijs;vrouw;0;0;20;31;36
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;onbekend;0;0;<5;8;28
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;onbekend;0;0;<5;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);60048;M Marketing;voltijd onderwijs;onbekend;0;0;<5;<5;8
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);deeltijd onderwijs;man;0;0;<5;<5;<5
Groningen;0014;Groningen;reguliere inst.;postmaster;21PC;Rijksuniversiteit Groningen;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;deeltijd onderwijs;vrouw;0;0;<5;<5;<5
Groningen;0014;Groningen;reguliere inst.;postmaster;21PC;Rijksuniversiteit Groningen;onderwijs;universitaire lerarenopleidingen;68536;M Educatie in de Taal- en cultuurwetenschappen;deeltijd onderwijs;vrouw;0;0;<5;<5;6
Groningen;0014;Groningen;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);60254;M Theology;deeltijd onderwijs;man;0;0;<5;0;0
Groningen;0014;Groningen;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);60254;M Theology;deeltijd onderwijs;vrouw;0;0;<5;0;0
Groningen;0014;Groningen;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);60254;M Theology;voltijd onderwijs;man;0;0;5;11;0
Groningen;0014;Groningen;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);60254;M Theology;voltijd onderwijs;vrouw;0;0;<5;7;0
Limburg;0935;Maastricht;reguliere inst.;bachelor;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;onbekend;0;0;<5;<5;5
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Universiteit Maastricht;economie;n.v.t. (economie);60464;M Human Decision Science;voltijd onderwijs;onbekend;0;0;<5;0;0
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Universiteit Maastricht;gezondheidszorg;n.v.t. (gezondheidszorg);60379;M Governance and Leadership in European Public Health;voltijd onderwijs;onbekend;0;0;<5;0;0
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Universiteit Maastricht;sectoroverstijgend;sectoroverstijgend;69343;M Imaging Engineering;voltijd onderwijs;man;0;0;<5;8;6
Limburg;0935;Maastricht;reguliere inst.;master;21PJ;Universiteit Maastricht;sectoroverstijgend;sectoroverstijgend;69343;M Imaging Engineering;voltijd onderwijs;vrouw;0;0;<5;<5;<5
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;onbekend;0;0;<5;<5;<5
Noord-Brabant;0772;Eindhoven;reguliere inst.;bachelor;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);56960;B Scheikundige Technologie;voltijd onderwijs;onbekend;0;0;<5;0;0
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66476;M Artificial Intelligence & Engineering Systems;voltijd onderwijs;man;0;0;63;113;147
Noord-Brabant;0772;Eindhoven;reguliere inst.;master;21PG;Technische Universiteit Eindhoven;techniek;n.v.t. (techniek);66476;M Artificial Intelligence & Engineering Systems;voltijd onderwijs;vrouw;0;0;8;22;39
Noord-Brabant;0855;Tilburg;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;voltijd onderwijs;man;0;0;<5;<5;<5
Noord-Brabant;0855;Tilburg;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68534;M Leraar Voorbereidend Hoger Onderwijs in de Taal- en cultuurwetenschappen;voltijd onderwijs;vrouw;0;0;<5;<5;<5
Noord-Brabant;0855;Tilburg;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;deeltijd onderwijs;man;0;0;<5;0;<5
Noord-Brabant;0855;Tilburg;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;man;0;0;6;13;14
Noord-Brabant;0855;Tilburg;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68535;M Leraar Voorbereidend Hoger Onderwijs in de Mens- en Maatschappijwetenschappen;voltijd onderwijs;vrouw;0;0;6;6;10
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);50897;B Business Administration;voltijd onderwijs;onbekend;0;0;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;onbekend;0;0;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;50980;B Computational Social Science;voltijd onderwijs;man;0;0;44;97;147
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;50980;B Computational Social Science;voltijd onderwijs;vrouw;0;0;52;91;144
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50010;B Media en informatie;deeltijd onderwijs;man;0;0;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;onbekend;0;0;<5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);deeltijd onderwijs;vrouw;0;0;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60984;M Data Science and Business Analytics;voltijd onderwijs;man;0;0;7;19;47
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60984;M Data Science and Business Analytics;voltijd onderwijs;vrouw;0;0;<5;23;33
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66614;M Culturele Antropologie en Sociologie der Niet-Westerse Samenlevingen;voltijd onderwijs;onbekend;0;0;<5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60513;M Clinical and Developmental Psychopathology (research);voltijd onderwijs;onbekend;0;0;<5;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60365;M Ecology and Evolution;voltijd onderwijs;man;0;0;30;34;36
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60365;M Ecology and Evolution;voltijd onderwijs;vrouw;0;0;29;32;38
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;onderwijs;leraar basisonderwijs;65026;M Educatieve Master Primair Onderwijs (joint degree);voltijd onderwijs;man;0;0;<5;7;9
Noord-Holland;0363;Amsterdam;reguliere inst.;master;21PL;Vrije Universiteit Amsterdam;onderwijs;leraar basisonderwijs;65026;M Educatieve Master Primair Onderwijs (joint degree);voltijd onderwijs;vrouw;0;0;20;24;31
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56654;B Management, Society and Technology;voltijd onderwijs;onbekend;0;0;<5;<5;<5
Overijssel;0153;Enschede;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);50439;B Mechanical Engineering;voltijd onderwijs;onbekend;0;0;<5;0;0
Overijssel;0153;Enschede;reguliere inst.;master;21PH;Universiteit Twente;techniek;n.v.t. (techniek);60973;M Robotics;voltijd onderwijs;man;0;0;26;75;136
Overijssel;0153;Enschede;reguliere inst.;master;21PH;Universiteit Twente;techniek;n.v.t. (techniek);60973;M Robotics;voltijd onderwijs;vrouw;0;0;8;18;27
Utrecht;0344;Utrecht;reguliere inst.;bachelor;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);50981;B Zorg, Gezondheid & Samenleving;voltijd onderwijs;man;0;0;5;11;18
Utrecht;0344;Utrecht;reguliere inst.;bachelor;21PD;Universiteit Utrecht;gezondheidszorg;n.v.t. (gezondheidszorg);50981;B Zorg, Gezondheid & Samenleving;voltijd onderwijs;vrouw;0;0;43;75;109
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;sectoroverstijgend;sectoroverstijgend;69342;M Medical Humanities: geesteswetenschappelijke en geneeskundige perspectieven op zorg en gezondheid;deeltijd onderwijs;vrouw;0;0;<5;16;20
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;sectoroverstijgend;sectoroverstijgend;69342;M Medical Humanities: geesteswetenschappelijke en geneeskundige perspectieven op zorg en gezondheid;voltijd onderwijs;man;0;0;5;6;<5
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;sectoroverstijgend;sectoroverstijgend;69342;M Medical Humanities: geesteswetenschappelijke en geneeskundige perspectieven op zorg en gezondheid;voltijd onderwijs;vrouw;0;0;13;29;34
Utrecht;0344;Utrecht;reguliere inst.;master;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;onbekend;0;0;<5;<5;0
Zuid-Holland;0503;Delft;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60985;M Environmental Engineering;voltijd onderwijs;man;0;0;22;47;66
Zuid-Holland;0503;Delft;reguliere inst.;master;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60985;M Environmental Engineering;voltijd onderwijs;vrouw;0;0;34;57;63
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50300;B Data Science and Artificial Intelligence;voltijd onderwijs;man;0;0;138;228;333
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);50300;B Data Science and Artificial Intelligence;voltijd onderwijs;vrouw;0;0;62;116;162
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60418;M Forensische Criminologie;deeltijd onderwijs;man;0;0;<5;<5;<5
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);60515;M Health, Ageing and Society;deeltijd onderwijs;man;0;0;<5;<5;<5
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);60515;M Health, Ageing and Society;deeltijd onderwijs;vrouw;0;0;14;14;22
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;onderwijs;leraar basisonderwijs;65026;M Educatieve Master Primair Onderwijs (joint degree);voltijd onderwijs;vrouw;0;0;<5;0;<5
Zuid-Holland;0599;Rotterdam;reguliere inst.;bachelor;21PE;Erasmus Universiteit Rotterdam;economie;n.v.t. (economie);50952;B International Business Administration;voltijd onderwijs;onbekend;0;0;<5;<5;<5
Zuid-Holland;0599;Rotterdam;reguliere inst.;master;21PE;Erasmus Universiteit Rotterdam;economie;n.v.t. (economie);65027;M Tinbergen Institute Research Master in Economics (joint degree);voltijd onderwijs;man;0;0;27;32;37
Zuid-Holland;0599;Rotterdam;reguliere inst.;master;21PE;Erasmus Universiteit Rotterdam;economie;n.v.t. (economie);65027;M Tinbergen Institute Research Master in Economics (joint degree);voltijd onderwijs;vrouw;0;0;14;15;16
Zuid-Holland;0599;Rotterdam;reguliere inst.;master;21PE;Erasmus Universiteit Rotterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60987;M Genomics in Society (research);voltijd onderwijs;man;0;0;5;8;8
Zuid-Holland;0599;Rotterdam;reguliere inst.;master;21PE;Erasmus Universiteit Rotterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60987;M Genomics in Society (research);voltijd onderwijs;vrouw;0;0;<5;7;10
Zuid-Holland;0599;Rotterdam;reguliere inst.;master;21PE;Erasmus Universiteit Rotterdam;gezondheidszorg;n.v.t. (gezondheidszorg);65019;M Technical Medicine (joint degree);voltijd onderwijs;vrouw;0;0;<5;0;0
Zuid-Holland;0599;Rotterdam;reguliere inst.;master;21PE;Erasmus Universiteit Rotterdam;onderwijs;leraar basisonderwijs;60979;M Educatieve Master Primair Onderwijs;voltijd onderwijs;man;0;0;<5;5;7
Zuid-Holland;0599;Rotterdam;reguliere inst.;master;21PE;Erasmus Universiteit Rotterdam;onderwijs;leraar basisonderwijs;60979;M Educatieve Master Primair Onderwijs;voltijd onderwijs;vrouw;0;0;9;9;16
Friesland;0080;Leeuwarden;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66461;M Recht en Bestuur;voltijd onderwijs;onbekend;0;0;0;<5;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;onbekend;0;0;0;<5;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);59325;B Biology;voltijd onderwijs;onbekend;0;0;0;<5;<5
Gelderland;0268;Nijmegen;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66655;M Spatial Planning;duaal onderwijs;vrouw;0;0;0;<5;0
Gelderland;0268;Nijmegen;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68533;M Leraar Voorbereidend Hoger Onderwijs in de Betawetenschappen;deeltijd onderwijs;vrouw;0;0;0;<5;<5
Gelderland;0268;Nijmegen;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;69345;M Educatie in de Betawetenschappen;voltijd onderwijs;man;0;0;0;7;15
Gelderland;0268;Nijmegen;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;69345;M Educatie in de Betawetenschappen;voltijd onderwijs;vrouw;0;0;0;<5;9
Gelderland;0289;Wageningen;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);50859;B Marine Sciences;voltijd onderwijs;man;0;0;0;52;97
Gelderland;0289;Wageningen;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);50859;B Marine Sciences;voltijd onderwijs;vrouw;0;0;0;56;116
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);50019;B International Business;voltijd onderwijs;onbekend;0;0;0;<5;13
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50974;B Human Geography and Planning;voltijd onderwijs;onbekend;0;0;0;<5;6
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56981;B Kunstmatige Intelligentie;voltijd onderwijs;onbekend;0;0;0;<5;<5
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56829;B International and European Law;voltijd onderwijs;onbekend;0;0;0;<5;8
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50627;B Internationale Betrekkingen en Internationale Organisatie;voltijd onderwijs;onbekend;0;0;0;<5;7
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50629;B Kunsten, Cultuur en Media;voltijd onderwijs;onbekend;0;0;0;<5;6
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50906;B Media en Cultuur;voltijd onderwijs;onbekend;0;0;0;<5;6
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56012;B Minorities & Multilingualism;deeltijd onderwijs;man;0;0;0;<5;<5
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56124;B Europese Talen en Culturen;voltijd onderwijs;onbekend;0;0;0;<5;<5
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;onbekend;0;0;0;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);60644;M Business Administration;voltijd onderwijs;onbekend;0;0;0;<5;5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);66277;M Technology and Operations Management;voltijd onderwijs;onbekend;0;0;0;<5;0
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60260;M Psychologie;voltijd onderwijs;onbekend;0;0;0;<5;9
