PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;INSTELLINGSCODE ACTUEEL;INSTELLINGSNAAM ACTUEEL;ONDERDEEL;SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2020;2021;2022;2023;2024
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60608;M Energy and Environmental Sciences;voltijd onderwijs;vrouw;39;48;37;36;26
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60609;M Marine Biology;voltijd onderwijs;man;23;24;20;23;24
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60609;M Marine Biology;voltijd onderwijs;vrouw;41;37;40;40;41
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60611;M Medical Pharmaceutical Sciences;voltijd onderwijs;man;24;21;25;34;22
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60611;M Medical Pharmaceutical Sciences;voltijd onderwijs;vrouw;36;29;26;32;45
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60615;M Behavioural and Cognitive Neurosciences (research);voltijd onderwijs;man;22;25;25;20;29
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60615;M Behavioural and Cognitive Neurosciences (research);voltijd onderwijs;vrouw;57;56;60;55;50
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60616;M Biomolecular Sciences;voltijd onderwijs;man;33;30;32;24;33
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60616;M Biomolecular Sciences;voltijd onderwijs;vrouw;30;18;18;26;31
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60617;M Molecular Medicine and Innovative Treatment;voltijd onderwijs;man;6;20;21;16;8
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60617;M Molecular Medicine and Innovative Treatment;voltijd onderwijs;vrouw;47;47;41;45;39
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60618;M Nanoscience;voltijd onderwijs;man;15;15;17;17;21
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60618;M Nanoscience;voltijd onderwijs;vrouw;8;10;7;7;10
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60653;M Computational Cognitive Science;voltijd onderwijs;man;28;22;17;21;18
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60653;M Computational Cognitive Science;voltijd onderwijs;vrouw;19;20;15;15;12
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60708;M Educatie en Communicatie in de Betawetenschappen;deeltijd onderwijs;man;<5;<5;<5;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60708;M Educatie en Communicatie in de Betawetenschappen;voltijd onderwijs;man;26;26;19;29;19
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);60708;M Educatie en Communicatie in de Betawetenschappen;voltijd onderwijs;vrouw;31;31;35;42;47
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66157;M Farmacie;voltijd onderwijs;man;116;118;111;102;101
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66157;M Farmacie;voltijd onderwijs;vrouw;214;190;192;158;138
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;man;87;78;72;73;79
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;vrouw;36;42;48;48;37
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66860;M Biology;voltijd onderwijs;man;17;31;33;37;37
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66860;M Biology;voltijd onderwijs;vrouw;17;25;32;33;33
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;man;27;27;32;33;29
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;vrouw;15;9;14;16;11
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;man;167;179;168;143;122
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;vrouw;25;28;45;43;35
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66990;M Biomedical Sciences;voltijd onderwijs;man;81;94;82;72;62
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);66990;M Biomedical Sciences;voltijd onderwijs;vrouw;186;182;149;136;124
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60603;M International Commercial Law;voltijd onderwijs;man;18;19;20;10;14
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60603;M International Commercial Law;voltijd onderwijs;vrouw;28;27;17;24;20
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60606;M Rechtswetenschappelijk Onderzoek (research);voltijd onderwijs;man;25;24;23;20;19
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60606;M Rechtswetenschappelijk Onderzoek (research);voltijd onderwijs;vrouw;19;21;16;20;26
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60620;M IT-recht;deeltijd onderwijs;man;8;6;<5;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60620;M IT-recht;deeltijd onderwijs;vrouw;5;<5;0;0;0
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60620;M IT-recht;voltijd onderwijs;man;73;60;44;31;30
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60620;M IT-recht;voltijd onderwijs;vrouw;42;53;47;48;40
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60669;M Global Criminal Law;voltijd onderwijs;man;10;10;8;7;5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60669;M Global Criminal Law;voltijd onderwijs;vrouw;26;24;23;16;14
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60688;M European Law in a Global Context;voltijd onderwijs;man;16;10;14;16;18
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60688;M European Law in a Global Context;voltijd onderwijs;vrouw;22;15;13;23;39
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60856;M Public International Law;voltijd onderwijs;man;37;26;24;17;19
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);60856;M Public International Law;voltijd onderwijs;vrouw;64;70;76;57;53
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66451;M Nederlands Recht;deeltijd onderwijs;man;53;50;28;18;15
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66451;M Nederlands Recht;deeltijd onderwijs;vrouw;82;74;40;32;17
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66451;M Nederlands Recht;duaal onderwijs;man;13;10;16;16;14
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66451;M Nederlands Recht;duaal onderwijs;vrouw;26;30;27;27;29
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66451;M Nederlands Recht;voltijd onderwijs;man;203;214;174;166;211
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66451;M Nederlands Recht;voltijd onderwijs;vrouw;407;452;386;364;371
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66461;M Recht en Bestuur;deeltijd onderwijs;man;<5;<5;8;11;7
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66461;M Recht en Bestuur;deeltijd onderwijs;vrouw;9;8;10;10;9
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66461;M Recht en Bestuur;voltijd onderwijs;man;24;23;27;24;23
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66461;M Recht en Bestuur;voltijd onderwijs;vrouw;29;30;24;15;20
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;man;51;49;30;28;31
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;vrouw;28;30;22;23;19
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66827;M Fiscaal Recht;duaal onderwijs;man;<5;0;0;0;0
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66827;M Fiscaal Recht;duaal onderwijs;vrouw;<5;<5;<5;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;man;61;64;52;45;40
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;vrouw;51;47;43;39;43
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;man;5;<5;<5;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;vrouw;12;10;8;5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66828;M Notarieel Recht;duaal onderwijs;man;<5;0;0;0;0
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66828;M Notarieel Recht;duaal onderwijs;vrouw;<5;<5;<5;0;0
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;man;21;23;20;28;31
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;vrouw;53;64;45;41;57
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66829;M Energy and Climate Law;voltijd onderwijs;man;17;17;27;22;12
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);66829;M Energy and Climate Law;voltijd onderwijs;vrouw;20;20;25;19;23
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;sectoroverstijgend;sectoroverstijgend;69321;M Philosophy, Politics and Economics;voltijd onderwijs;man;22;21;21;12;23
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;sectoroverstijgend;sectoroverstijgend;69321;M Philosophy, Politics and Economics;voltijd onderwijs;vrouw;11;11;12;8;13
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;man;53;62;86;48;50
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;vrouw;156;179;185;176;140
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;man;18;16;18;22;19
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;vrouw;10;11;13;8;12
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60133;M Archeologie (research);voltijd onderwijs;man;7;7;5;7;7
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60133;M Archeologie (research);voltijd onderwijs;vrouw;19;19;16;12;11
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;man;15;12;12;15;11
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;vrouw;13;13;18;12;14
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60734;M Internationale betrekkingen;voltijd onderwijs;man;190;197;190;209;158
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60734;M Internationale betrekkingen;voltijd onderwijs;vrouw;168;210;222;186;168
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60805;M Archeologie;voltijd onderwijs;man;13;15;24;17;9
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60805;M Archeologie;voltijd onderwijs;vrouw;22;15;21;16;13
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;man;17;18;16;14;15
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;vrouw;62;63;73;67;65
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;man;11;9;7;12;14
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;vrouw;65;61;69;63;58
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;man;13;20;20;19;28
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;vrouw;54;52;75;74;70
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60819;M Internationale Betrekkingen;voltijd onderwijs;man;16;17;12;13;12
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60819;M Internationale Betrekkingen;voltijd onderwijs;vrouw;43;37;32;26;28
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60820;M Internationale Betrekkingen (research);voltijd onderwijs;man;16;15;18;16;16
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60820;M Internationale Betrekkingen (research);voltijd onderwijs;vrouw;12;17;15;17;21
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;deeltijd onderwijs;man;<5;0;<5;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;deeltijd onderwijs;vrouw;<5;0;0;0;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;voltijd onderwijs;man;7;10;6;5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;voltijd onderwijs;vrouw;<5;8;5;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;man;<5;6;6;8;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;deeltijd onderwijs;vrouw;6;<5;<5;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;man;21;31;30;23;23
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;vrouw;14;21;17;18;18
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;deeltijd onderwijs;man;<5;<5;<5;<5;0
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;deeltijd onderwijs;vrouw;<5;<5;<5;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;man;15;13;10;10;13
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;vrouw;5;9;15;9;10
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;man;6;<5;9;9;7
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;vrouw;14;13;13;23;13
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;man;11;13;20;16;15
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;vrouw;45;55;57;41;38
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60827;M Theologie & Religiewetenschappen (research);voltijd onderwijs;man;7;6;6;9;16
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60827;M Theologie & Religiewetenschappen (research);voltijd onderwijs;vrouw;10;12;9;17;32
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;man;14;14;18;16;7
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;vrouw;51;52;54;57;55
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60831;M Mediastudies;voltijd onderwijs;man;73;91;96;80;77
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60831;M Mediastudies;voltijd onderwijs;vrouw;142;180;191;158;148
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60842;M Midden-Oosten Studies;voltijd onderwijs;man;18;21;18;13;14
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60842;M Midden-Oosten Studies;voltijd onderwijs;vrouw;17;21;22;21;18
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60845;M Noord-Amerika Studies;voltijd onderwijs;man;11;11;13;10;9
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60845;M Noord-Amerika Studies;voltijd onderwijs;vrouw;23;22;16;12;9
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60847;M Europese Studies;voltijd onderwijs;man;17;17;18;12;11
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60847;M Europese Studies;voltijd onderwijs;vrouw;51;47;40;27;33
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;voltijd onderwijs;man;5;<5;5;<5;<5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);60849;M Neerlandistiek;voltijd onderwijs;vrouw;23;19;14;11;11
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;deeltijd onderwijs;man;21;19;16;12;9
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;deeltijd onderwijs;vrouw;6;11;8;8;11
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;man;58;60;72;61;49
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;vrouw;32;44;38;29;34
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;man;60;55;50;37;39
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;vrouw;80;73;87;94;67
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);60029;M Industrial Engineering and Management;voltijd onderwijs;man;148;106;84;77;64
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);60029;M Industrial Engineering and Management;voltijd onderwijs;vrouw;31;28;27;31;22
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);60348;M Applied Mathematics;voltijd onderwijs;man;6;7;15;22;28
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);60348;M Applied Mathematics;voltijd onderwijs;vrouw;5;<5;5;7;5
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;man;29;21;22;22;23
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;vrouw;10;7;5;7;6
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;man;92;80;64;61;59
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;vrouw;26;27;31;24;28
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;man;46;47;46;52;45
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;vrouw;<5;<5;5;7;6
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;man;60;56;51;51;57
Groningen;0014;Groningen;reguliere inst.;master;21PC;Rijksuniversiteit Groningen;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;vrouw;43;53;60;61;59
