,vestigingscode,instellingscode,instellingsnaam,vestigingsgemeente,jaar,opleidingsvorm,soort_ho,type_ho,herkomst,status,ingeschrevenen_HO,instroom_RR,instroom_HO,tweedejaars_HO,hogerejaars_HO,instroom_THO_NW,tweedejaars_THO_NW,hogerejaars_THO_NW,provincie
10066,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2026,voltijd,wo,ba,EER,prognose,4953.352,1450.294,1359.14904110672,1235.72099706428,2358.481961829,1398.98913320158,1247.54078643439,2306.82208036403,Groningen
10067,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2027,voltijd,wo,ba,EER,prognose,4865.782,1438.474,1348.07187905138,1213.78076894143,2303.92935200719,1387.5872715415,1225.12468093602,2253.07004752248,Groningen
10068,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2028,voltijd,wo,ba,EER,prognose,4796.975,1414.935,1326.01220750988,1202.94461042748,2268.01818206264,1364.88097529644,1214.12791871685,2217.96610598671,Groningen
10069,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2029,voltijd,wo,ba,EER,prognose,4744.997,1403.546,1315.33895889328,1182.47907381828,2247.17896728844,1353.89486679842,1193.53778871465,2197.56434448693,Groningen
10070,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2030,voltijd,wo,ba,EER,prognose,4688.918,1384.878,1297.84416521739,1172.42618882074,2218.64764596187,1335.88725652174,1183.35599033983,2169.67475313843,Groningen
10071,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2031,voltijd,wo,ba,EER,prognose,4635.213,1366.438,1280.56304268775,1155.88095899766,2198.7689983146,1318.09958063241,1166.76615904025,2150.34726032734,Groningen
10072,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2032,voltijd,wo,ba,EER,prognose,4584.583,1355.358,1270.17937470356,1139.32167244326,2175.08195285318,1307.41154110672,1150.05208731792,2127.11937157536,Groningen
10073,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2033,voltijd,wo,ba,EER,prognose,4545.066,1350.68,1265.79536758893,1130.08862623089,2149.18200618018,1302.89902766798,1140.58502402113,2101.58194831089,Groningen
10074,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2034,voltijd,wo,ba,EER,prognose,4516.985,1344.976,1260.44984031621,1126.84028670217,2129.69487298162,1297.39680948617,1137.18397145245,2082.40421906138,Groningen
10075,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2035,voltijd,wo,ba,EER,prognose,4497.279,1340.035,1255.81936166008,1122.65480094735,2118.80483739257,1292.63059980237,1132.92822425466,2071.72017594297,Groningen
10076,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2036,voltijd,wo,ba,EER,prognose,4479.731,1335.041,1251.13921383399,1119.22459506162,2109.36719110438,1287.81326501976,1129.44404845624,2062.473686524,Groningen
10077,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2037,voltijd,wo,ba,EER,prognose,4464.803,1331.587,1247.90228339921,1115.41337391771,2101.48734268308,1284.48145197628,1125.58029344335,2054.74125458037,Groningen
10078,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2038,voltijd,wo,ba,EER,prognose,4452.356,1328.999,1245.4769284585,1112.89577741377,2093.98329412773,1281.98500375494,1123.00675026906,2047.36424597599,Groningen
10079,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2025,voltijd,wo,ba,NL,prognose,15913.435,4556.565,3202.06569608735,3289.82157587591,9421.54772803674,4204.7842766151,3628.74897455175,8079.90174883315,Groningen
10080,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2026,voltijd,wo,ba,NL,prognose,15510.041,4397.154,3090.04172744453,3173.58305038002,9246.41622217545,4057.68029229369,3509.98753539876,7942.37317230754,Groningen
10081,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2027,voltijd,wo,ba,NL,prognose,15214.464,4360.341,3064.17187933086,3062.44764458491,9087.84447608423,4023.70936823686,3391.11407395116,7799.64055781198,Groningen
10082,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2028,voltijd,wo,ba,NL,prognose,14936.91,4288.609,3013.76316651501,3057.17202881021,8865.97480467477,3957.51529754322,3376.06809811949,7603.32660433729,Groningen
10083,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2029,voltijd,wo,ba,NL,prognose,14723.165,4258.688,2992.73658010779,3003.54289301013,8726.88552688208,3929.9042900539,3315.54053268944,7477.72017725667,Groningen
10084,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2030,voltijd,wo,ba,NL,prognose,14515.813,4176.613,2935.05946104851,2988.96414514911,8591.78939380238,3854.16573052425,3296.95738469624,7364.68988477951,Groningen
10085,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2031,voltijd,wo,ba,NL,prognose,14306.952,4101.935,2882.58048575628,2927.27118705068,8497.10032719303,3785.253100021,3233.31685775287,7288.38204222613,Groningen
10086,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2032,voltijd,wo,ba,NL,prognose,14113.722,4072.266,2861.73098901099,2869.52169835695,8382.46931263206,3757.87463736264,3170.13323049212,7185.71413214525,Groningen
10087,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2033,voltijd,wo,ba,NL,prognose,13925.183,4020.967,2825.68129628333,2852.80713388299,8246.69456983368,3710.5360767131,3147.81219536044,7066.83472792646,Groningen
10088,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2034,voltijd,wo,ba,NL,prognose,13769.78,3993.958,2806.70107930286,2816.75060942624,8146.3283112709,3685.61225393715,3107.05308559496,6977.11466046789,Groningen
10089,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2035,voltijd,wo,ba,NL,prognose,13631.07,3953.563,2778.31402813747,2803.94563318876,8048.81033867377,3648.33587121159,3090.40122369312,6892.33290509529,Groningen
10090,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2036,voltijd,wo,ba,NL,prognose,13498.494,3909.303,2747.21089941905,2776.83801173287,7974.44508884808,3607.49287828095,3061.03878795156,6829.96233376748,Groningen
10091,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2037,voltijd,wo,ba,NL,prognose,13371.968,3869.343,2719.12953874151,2748.2284060204,7904.61005523809,3570.6179122279,3030.22975258802,6771.12033518408,Groningen
10092,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2038,voltijd,wo,ba,NL,prognose,13260.049,3845.546,2702.4065122139,2721.59121445068,7836.05127333542,3548.65811324981,3000.65104559527,6710.73984115492,Groningen
10093,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2025,voltijd,wo,ba,niet-EER,prognose,1187.08,355.018,322.358763202726,310.544708692044,554.176528105231,338.990781942078,315.797904569458,532.291313488464,Groningen
10094,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2026,voltijd,wo,ba,niet-EER,prognose,1201.576,350.881,318.602339011925,299.946780850991,583.026880137084,335.040545996593,305.749390682449,560.786063320958,Groningen
10095,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2027,voltijd,wo,ba,niet-EER,prognose,1197.165,348.556,316.491223168654,295.094155504151,585.579621327195,332.820507666099,300.965770793321,563.37872154058,Groningen
10096,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2028,voltijd,wo,ba,niet-EER,prognose,1186.937,343.364,311.776851788756,292.072774248441,583.087373962802,327.862899488927,297.970397508504,561.103703002569,Groningen
10097,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2029,voltijd,wo,ba,niet-EER,prognose,1176.225,341.377,309.972642248722,286.95583871755,579.296519033728,325.965602214651,292.80442574505,557.4549720403,Groningen
10098,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2030,voltijd,wo,ba,niet-EER,prognose,1163.066,336.858,305.869359454855,284.826572628048,572.370067917096,321.650611584327,290.614557546356,550.800830869317,Groningen
10099,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2031,voltijd,wo,ba,niet-EER,prognose,1150.213,333.206,302.553318568995,280.54103032254,567.118651108465,318.163480408859,286.28054686516,545.768972725981,Groningen
10100,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2032,voltijd,wo,ba,niet-EER,prognose,1138.416,331.193,300.725500851789,277.117533710703,560.572965437508,316.241356899489,282.763277758638,539.411365341873,Groningen
10101,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2033,voltijd,wo,ba,niet-EER,prognose,1129.307,330.031,299.67039693356,275.485461138681,554.151141927758,315.13181516184,281.03096901178,533.14421582638,Groningen
10102,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2034,voltijd,wo,ba,niet-EER,prognose,1122.679,328.687,298.450035775128,274.595292661132,549.63367156374,313.848489778535,280.078646493125,528.75186372834,Groningen
10103,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2035,voltijd,wo,ba,niet-EER,prognose,1117.351,327.274,297.167022146508,273.595307916413,546.58866993708,312.499279386712,279.043391783678,525.80832882961,Groningen
10104,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2036,voltijd,wo,ba,niet-EER,prognose,1113.181,326.523,296.485109028961,272.538230800567,544.157660170472,311.782183134583,277.952009113525,523.446807751893,Groningen
10105,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2037,voltijd,wo,ba,niet-EER,prognose,1109.439,325.563,295.613422487223,272.053629650415,541.771947862362,310.865522146508,277.4382544958,521.135223357692,Groningen
10106,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2038,voltijd,wo,ba,niet-EER,prognose,1106.56,324.917,295.026850085179,271.395797685452,540.13735222937,310.248685689949,276.759558668838,519.551755641213,Groningen
10107,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2025,voltijd,wo,ma,EER,prognose,2194.928,1131.396,568.317780796542,405.817648674519,1220.79257052894,1107.29401667181,676.425819079963,411.208164248225,Groningen
10108,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2026,voltijd,wo,ma,EER,prognose,2288.881,1149.757,577.540796233405,427.092495583473,1284.24770818312,1125.26387465267,716.749212102501,446.867913244829,Groningen
10109,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2027,voltijd,wo,ma,EER,prognose,2314.387,1133.6,569.424884223526,433.32184332477,1311.6402724517,1109.45106514356,731.112552330966,473.823382525471,Groningen
10110,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2028,voltijd,wo,ma,EER,prognose,2308.317,1117.814,561.495331275085,429.094972668326,1317.72669605659,1094.00135226922,724.542214263662,489.77343346712,Groningen
10111,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2029,voltijd,wo,ma,EER,prognose,2294.387,1105.668,555.394206853967,423.430908405305,1315.56188474073,1082.1140969435,714.668466502007,497.604436554492,Groningen
10112,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2030,voltijd,wo,ma,EER,prognose,2279.415,1097.652,551.36764556962,419.226590756454,1308.82076367393,1074.26886075949,707.220696202532,497.925443037975,Groningen
10113,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2031,voltijd,wo,ma,EER,prognose,2263.521,1089.089,547.066317690645,415.979897519451,1300.4747847899,1065.88827724606,701.751028403828,495.881694350108,Groningen
10114,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2032,voltijd,wo,ma,EER,prognose,2247.941,1082.248,543.629977153442,412.647541487413,1291.66348135914,1059.19301018833,695.905778326644,492.842211485026,Groningen
10115,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2033,voltijd,wo,ma,EER,prognose,2232.126,1074.337,539.656158999691,409.800406950431,1282.66943404988,1051.45053720284,691.15694813214,489.51851466502,Groningen
10116,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2034,voltijd,wo,ma,EER,prognose,2213.56,1064.179,534.553637851189,406.408732531234,1272.59762961758,1041.50893176906,685.586999691263,486.464068539673,Groningen
10117,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2035,voltijd,wo,ma,EER,prognose,2193.016,1053.835,529.357686014202,402.264363249615,1261.39395073618,1031.38528866934,678.535385921581,483.095325409077,Groningen
10118,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2036,voltijd,wo,ma,EER,prognose,2174.853,1046.273,525.559175980241,398.405405089581,1250.88841893018,1023.98438098178,671.723680456931,479.144938561284,Groningen
10119,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2037,voltijd,wo,ma,EER,prognose,2160.804,1040.639,522.729130287126,395.746837409384,1242.32803230349,1018.47040135844,667.081237110219,475.252361531337,Groningen
10120,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2038,voltijd,wo,ma,EER,prognose,2149.764,1036.001,520.399390861377,393.830662883175,1235.53394625545,1013.93120407533,663.803711330658,472.02908459401,Groningen
10121,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2025,voltijd,wo,ma,NL,prognose,7211.761,3170.751,14.0342041173443,22.9733778338086,7174.75341804885,3044.4431629439,2291.9231736879,1875.3946633682,Groningen
10122,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2026,voltijd,wo,ma,NL,prognose,6990.815,3030.385,13.4129238291302,21.9704344352401,6955.43164173563,2909.66868553783,2194.70945123804,1886.43686322413,Groningen
10123,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2027,voltijd,wo,ma,NL,prognose,6770.128,2952.661,13.0689061245497,21.1688376637257,6735.89025621172,2835.04084487905,2094.24160036719,1840.84555475375,Groningen
10124,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2028,voltijd,wo,ma,NL,prognose,6594.334,2895.528,12.8160271744725,20.6584534877938,6560.85951933773,2780.18375542975,2034.55446040942,1779.59578416083,Groningen
10125,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2029,voltijd,wo,ma,NL,prognose,6439.029,2833.906,12.543279258878,20.2083481998741,6406.27737254125,2721.0164866701,1989.09072753715,1728.92178579276,Groningen
10126,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2030,voltijd,wo,ma,NL,prognose,6305.738,2784.422,12.324255892949,19.8009650495377,6273.61277905751,2673.50369696346,1944.04858877211,1688.18571426443,Groningen
10127,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2031,voltijd,wo,ma,NL,prognose,6199.196,2746.253,12.1553143592383,19.4913564538195,6167.54932918694,2636.85517076686,1910.08601397989,1652.25481525325,Groningen
10128,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2032,voltijd,wo,ma,NL,prognose,6113.468,2715.957,12.0212198661863,19.2448275770634,6082.20195255675,2607.76602120432,1882.96611573951,1622.73586305617,Groningen
10129,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2033,voltijd,wo,ma,NL,prognose,6038.488,2683.663,11.8782819351518,19.0240437649318,6007.58567429992,2576.75846258363,1862.00673023283,1599.72280718354,Groningen
10130,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2034,voltijd,wo,ma,NL,prognose,5956.488,2642.722,11.697071127123,18.7580044074425,5926.03292446543,2537.44835985589,1838.18907373804,1580.85056640607,Groningen
10131,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2035,voltijd,wo,ma,NL,prognose,5871.48,2603.912,11.5252924343798,18.4698994484116,5841.48480811721,2500.18436809058,1808.92994258096,1562.36568932846,Groningen
10132,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2036,voltijd,wo,ma,NL,prognose,5790.883,2570.339,11.3766934637159,18.2104644990576,5761.29584203723,2467.94875882656,1781.63490800133,1541.29933317212,Groningen
10133,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2037,voltijd,wo,ma,NL,prognose,5724.543,2545.55,11.26697375193,18.0089906701698,5695.2670355779,2444.14723623263,1759.55399322314,1520.84177054423,Groningen
10134,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2038,voltijd,wo,ma,NL,prognose,5670.261,2524.312,11.1729712815234,17.8494518299116,5641.23857688857,2423.75525846629,1743.06681297494,1503.43892855877,Groningen
10135,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2025,voltijd,wo,ma,niet-EER,prognose,782.875,440.442,285.666286334056,203.472221847223,293.73649181872,427.066321041215,243.872993492408,111.935685466377,Groningen
10136,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2026,voltijd,wo,ma,niet-EER,prognose,800.1,447.718,290.385427331887,208.949409676604,300.765162991508,434.12135791757,251.064346348518,114.914295733912,Groningen
10137,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2027,voltijd,wo,ma,niet-EER,prognose,815.173,454.835,295.001442516269,212.391136777049,307.780420706682,441.022223427332,255.235020245842,118.915756326826,Groningen
10138,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2028,voltijd,wo,ma,niet-EER,prognose,822.797,454.077,294.509811279826,215.857854875478,312.429333844695,440.287242950108,260.520481561822,121.989275488069,Groningen
10139,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2029,voltijd,wo,ma,niet-EER,prognose,824.331,451.942,293.125071583514,215.838785070481,315.367143346005,438.217080260304,260.784081706435,125.329838033261,Groningen
10140,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2030,voltijd,wo,ma,niet-EER,prognose,824.255,450.608,292.259852494577,215.027004698394,316.968142807029,436.923592190889,259.753215473608,127.578192335503,Groningen
10141,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2031,voltijd,wo,ma,niet-EER,prognose,822.152,448.528,290.910785249458,214.386276094545,316.854938655998,434.906759219089,259.080088214027,128.165152566884,Groningen
10142,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2032,voltijd,wo,ma,niet-EER,prognose,819.39,446.451,289.563663774403,213.530442789336,316.29589343626,432.892835140998,258.085030368764,128.412134490239,Groningen
10143,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2033,voltijd,wo,ma,niet-EER,prognose,815.918,443.97,287.954511930586,212.524332086633,315.439155982781,430.487180043384,256.92062472885,128.510195227766,Groningen
10144,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2034,voltijd,wo,ma,niet-EER,prognose,810.686,440.327,285.591698481562,211.173762509192,313.920539009246,426.954813449024,255.400332610268,128.330853940709,Groningen
10145,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2035,voltijd,wo,ma,niet-EER,prognose,804.456,436.705,283.242505422993,209.324341210353,311.889153366654,423.442809110629,253.131526391902,127.881664497469,Groningen
10146,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2036,voltijd,wo,ma,niet-EER,prognose,798.615,434.055,281.52374186551,207.580944337229,309.510313797261,420.873286334056,250.888210412148,126.853503253796,Groningen
10147,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2037,voltijd,wo,ma,niet-EER,prognose,793.81,431.784,280.050793926247,206.293569603009,307.465636470743,418.671253796095,249.274663774403,125.864082429501,Groningen
10148,21PC00,21PC,Rijksuniversiteit Groningen,Groningen,2038,voltijd,wo,ma,niet-EER,prognose,790.05,430.067,278.937164859002,205.286927438762,305.825907702236,417.006396963124,248.004935647144,125.038667389732,Groningen
10149,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2025,voltijd,wo,ba,EER,prognose,91.257,23.759,22.2658454545455,24.5815597889949,44.4095947564597,22.9185136363636,24.8388558604558,43.4996305031805,Friesland
10150,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2026,voltijd,wo,ba,EER,prognose,88.624,23.428,21.95564743083,23.9355465351158,42.7328060340542,22.5992229249012,24.177927093144,41.8468499819549,Friesland
10151,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2027,voltijd,wo,ba,EER,prognose,87.029,23.237,21.7766509881423,23.5095366322682,41.7428123795895,22.4149796442688,23.7430380480981,40.8709823076332,Friesland
10152,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2028,voltijd,wo,ba,EER,prognose,85.813,22.857,21.4205324110672,23.3001150477797,41.0923525411531,22.0484223320158,23.5302565562171,40.2343211117671,Friesland
10153,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2029,voltijd,wo,ba,EER,prognose,84.866,22.673,21.2480960474308,22.903242699558,40.7146612530111,21.8709314229249,23.130894591417,39.8641739856581,Friesland
10154,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2030,voltijd,wo,ba,EER,prognose,83.872,22.372,20.9660126482213,22.7085919229153,40.1973954288634,21.5805794466403,22.9335412484761,39.3578793048836,Friesland
10155,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2031,voltijd,wo,ba,EER,prognose,82.913,22.074,20.6867407114625,22.3880962960114,39.8381629925261,21.2931213438735,22.6118890312795,39.007989624847,Friesland
10156,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2032,voltijd,wo,ba,EER,prognose,81.995,21.895,20.5189901185771,22.0672837815567,39.4087260998662,21.1204535573123,22.2880476646108,38.586498778077,Friesland
10157,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2033,voltijd,wo,ba,EER,prognose,81.274,21.819,20.4477664031621,21.8876952256041,38.9385383712339,21.0471420948617,22.1041174722905,38.1227404328479,Friesland
10158,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2034,voltijd,wo,ba,EER,prognose,80.771,21.727,20.3615482213439,21.8246648888803,38.5847868897758,20.9583966403162,22.0382021001822,37.7744012595016,Friesland
10159,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2035,voltijd,wo,ba,EER,prognose,80.418,21.647,20.2865758893281,21.7439174165744,38.3875066940975,20.8812266798419,21.9560877795292,37.5806855406289,Friesland
10160,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2036,voltijd,wo,ba,EER,prognose,80.104,21.566,20.2106664031621,21.6771376856458,38.2161959111922,20.8030920948617,21.8882333179133,37.412674587225,Friesland
10161,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2037,voltijd,wo,ba,EER,prognose,79.837,21.511,20.1591229249012,21.6039485899573,38.0739284851415,20.7500377470356,21.8140225840898,37.2729396688747,Friesland
10162,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2038,voltijd,wo,ba,EER,prognose,79.612,21.469,20.1197624505929,21.5550357013956,37.9372018480115,20.7095235177866,21.7640391110874,37.138437371126,Friesland
10163,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2025,voltijd,wo,ba,NL,prognose,139.075,63.413,44.5626457618814,35.5892579981322,58.9230962399863,58.5173228809407,35.9414793438897,44.6161977751696,Friesland
10164,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2026,voltijd,wo,ba,NL,prognose,135.011,61.207,43.0124084832365,34.3119748500313,57.6866166667322,56.4816328130468,34.7010813152952,43.828285871658,Friesland
10165,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2027,voltijd,wo,ba,NL,prognose,132.589,60.656,42.6252005319521,33.1356254334893,56.8281740345586,55.9731716945475,33.5005575614992,43.1152707439533,Friesland
10166,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2028,voltijd,wo,ba,NL,prognose,130.513,59.646,41.915436410723,33.0535404637946,55.5440231254824,55.0411467767901,33.3920755326089,42.079777690601,Friesland
10167,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2029,voltijd,wo,ba,NL,prognose,128.879,59.145,41.5633652971233,32.5303695793366,54.7852651235401,54.5788255057045,32.8483531500577,41.4518213442378,Friesland
10168,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2030,voltijd,wo,ba,NL,prognose,126.88,57.913,40.6975936165745,32.3325606453628,53.8498457380627,53.4419396654301,32.6564532304513,40.7816071041186,Friesland
10169,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2031,voltijd,wo,ba,NL,prognose,124.739,56.807,39.920366766991,31.6442306640405,53.1744025689685,52.4213262406383,31.9832511043852,40.3344226549765,Friesland
10170,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2032,voltijd,wo,ba,NL,prognose,123.046,56.311,39.5718093371597,30.9954195555302,52.4787711073102,51.9636189542941,31.3174235323105,39.7649575133954,Friesland
10171,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2033,voltijd,wo,ba,NL,prognose,121.616,55.628,39.0918401343879,30.8560725807482,51.6680872848639,51.3333486386225,31.1636956139657,39.1189557474118,Friesland
10172,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2034,voltijd,wo,ba,NL,prognose,120.286,55.211,38.7987989080983,30.4884483905075,50.9987527013943,50.948542311192,30.7766959604118,38.5607617283962,Friesland
10173,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2035,voltijd,wo,ba,NL,prognose,119.192,54.644,38.4003471687548,30.3768022124431,50.4148506188021,50.4253164415203,30.6584958504011,38.1081877080786,Friesland
10174,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2036,voltijd,wo,ba,NL,prognose,118.03,54.012,37.9562175404214,30.1528621779637,49.9209202816149,49.8421087702107,30.4367114640397,37.7511797657496,Friesland
10175,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2037,voltijd,wo,ba,NL,prognose,116.829,53.398,37.5247371736544,29.8611329207413,49.4431299056044,49.27551144397,30.1471863838909,37.406302172139,Friesland
10176,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2038,voltijd,wo,ba,NL,prognose,115.846,53.062,37.2886176244138,29.6078651517742,48.949517223812,48.9654516693498,29.8810775059492,36.9994708247011,Friesland
10177,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2025,voltijd,wo,ba,niet-EER,prognose,14.528,8.142,7.39299148211244,2.79203747490689,4.34297104298067,7.77443100511073,2.75468662898587,3.99888236590339,Friesland
10178,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2026,voltijd,wo,ba,niet-EER,prognose,14.553,8.047,7.30673083475298,2.69940594618822,4.5468632190588,7.68371976149915,2.66687206557934,4.20240817292151,Friesland
10179,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2027,voltijd,wo,ba,niet-EER,prognose,14.48,7.994,7.25860647359455,2.65791506422126,4.56347846218419,7.63311243611584,2.62636887766345,4.22051868622071,Friesland
10180,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2028,voltijd,wo,ba,niet-EER,prognose,14.32,7.875,7.15055366269165,2.629423105411,4.54002323189735,7.51948466780239,2.59915933259582,4.20135599960179,Friesland
10181,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2029,voltijd,wo,ba,niet-EER,prognose,14.205,7.829,7.10878534923339,2.58514760065256,4.51106705011405,7.47556132879046,2.55495393685242,4.17448473435712,Friesland
10182,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2030,voltijd,wo,ba,niet-EER,prognose,14.036,7.725,7.01435264054514,2.56508499370417,4.45656236575068,7.37625638841567,2.53541985020151,4.12432376138282,Friesland
10183,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2031,voltijd,wo,ba,niet-EER,prognose,13.882,7.642,6.93898807495741,2.52768858527099,4.4153233397716,7.29700340715503,2.49843836528147,4.0865582275635,Friesland
10184,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2032,voltijd,wo,ba,niet-EER,prognose,13.76,7.595,6.89631175468484,2.49735205274443,4.36633619257073,7.25212521294719,2.46786222218991,4.0400125648629,Friesland
10185,21PC11,21PC,Rijksuniversiteit Groningen,Leeuwarden,2033,voltijd,wo,ba,niet-EER,prognose,13.674,7.569,6.87270357751278,2.48260814013777,4.31868828234946,7.22729897785349,2.45262594281214,3.99407507933436,Friesland
