,vestigingscode,instellingscode,instellingsnaam,vestigingsgemeente,jaar,opleidingsvorm,soort_ho,type_ho,herkomst,status,ingeschrevenen_HO,instroom_RR,instroom_HO,tweedejaars_HO,hogerejaars_HO,instroom_THO_NW,tweedejaars_THO_NW,hogerejaars_THO_NW,provincie
132,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2021,deeltijd,hbo,ma,EER,realisatie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utrecht
133,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2022,deeltijd,hbo,ma,EER,realisatie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utrecht
134,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2017,deeltijd,hbo,ma,NL,realisatie,38.0,14.0,0.0,0.0,38.0,10.0,14.0,14.0,Utrecht
135,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2018,deeltijd,hbo,ma,NL,realisatie,57.0,34.0,0.0,0.0,55.0,30.0,11.0,16.0,Utrecht
136,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2019,deeltijd,hbo,ma,NL,realisatie,65.0,33.0,0.0,0.0,59.0,33.0,21.0,11.0,Utrecht
137,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2020,deeltijd,hbo,ma,NL,realisatie,58.0,18.0,0.0,0.0,52.0,16.0,26.0,16.0,Utrecht
138,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2021,deeltijd,hbo,ma,NL,realisatie,83.0,45.0,0.0,0.0,78.0,42.0,17.0,24.0,Utrecht
139,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2022,deeltijd,hbo,ma,NL,realisatie,83.0,32.0,0.0,0.0,80.0,31.0,39.0,13.0,Utrecht
140,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2023,deeltijd,hbo,ma,NL,realisatie,80.0,34.0,0.0,0.0,78.0,33.0,30.0,17.0,Utrecht
141,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2024,deeltijd,hbo,ma,NL,realisatie,83.0,42.0,0.0,0.0,80.0,38.0,30.0,15.0,Utrecht
142,00MF00,00MF,Hogeschool voor de Kunsten Utrecht,Utrecht,2020,voltijd,hbo,ad,EER,realisatie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utrecht
